Id,Queue Id,State,Associated Skill Area,Created At,Skill Pre Assessment Percentage,Behavioral Pre Assessment Percentage,Content Provider,First Name,Last Name,Email
8d581db5-6342-4d87-b32e-3ab570b4d92d,000011,GOMBE,"{'name': 'Quantum Computing', 'module': 'advanced', 'skill_area_id': '5e8daad2-9faf-4e2f-99b6-f71af9f67193'}",2025-12-01T10:02:03.383214+00:00,53.8,0.0,none,Oluwaseun,Salami,oluwaseun.salami965888@example.ng
4dcfedea-7e78-4f6f-931e-52acc1c6268c,000012,ADAMAWA,"{'name': 'Software Development Methodologies', 'module': 'beginner', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2025-12-01T10:02:03.821937+00:00,0.0,0.0,none,Tunde,Salami,tunde.salami115246@gmail.com
def77700-8bd8-473b-aa01-a5a0717a3590,000013,JIGAWA,"{'name': 'Cloud Technologies', 'module': 'beginner', 'skill_area_id': 'b954206d-3405-4a7d-87dc-888bd4b04e39'}",2025-12-01T10:02:04.306348+00:00,0.0,0.0,none,Emeka,Nwosu,emeka.nwosu697736@gmail.com
78befbb9-856b-4c44-9e8f-31611e67fac9,000014,ABIA,"{'name': 'Proactive Security', 'module': 'beginner', 'skill_area_id': '48eaa4ea-b195-4383-9c08-dafeb162b676'}",2025-12-01T10:02:04.927316+00:00,0.0,0.0,none,Oluwaseun,Adeyemi,oluwaseun.adeyemi891329@gmail.com
a65338ce-423d-4cff-a854-cbf65a1da33f,000015,CROSS RIVER,"{'name': 'IT Automation', 'module': 'beginner', 'skill_area_id': 'c0ce16b5-d3e5-40d3-b635-4546b47d2d07'}",2025-12-01T10:02:05.488309+00:00,0.0,0.0,none,Chinedu,Mohammed,chinedu.mohammed804160@example.ng
8e401fef-e84c-41d0-a3cd-b49bb03f4fc1,000016,OSUN,"{'name': 'AI & Machine Learning', 'module': 'beginner', 'skill_area_id': '4068902d-684a-4783-bd02-704f10671fb8'}",2025-12-01T10:02:05.915418+00:00,0.0,0.0,none,Yetunde,Salami,yetunde.salami805570@gmail.com
160672ac-fedd-490d-93e4-436408495af6,000017,OGUN,"{'name': 'Connected Technologies', 'module': 'beginner', 'skill_area_id': '72ddeac0-9f96-434e-bf97-c0f4370f2a18'}",2025-12-01T10:02:06.342944+00:00,0.0,0.0,none,Adeola,Eze,adeola.eze876662@hotmail.com
c5ca8d68-96d1-4953-b3b2-76d1eac2d81b,000018,ANAMBRA,"{'name': 'Natural Language Processing', 'module': 'beginner', 'skill_area_id': 'd10a7bad-0fea-484d-af0f-4f025e51435e'}",2025-12-01T10:02:06.739974+00:00,0.0,0.0,none,Biola,Eze,biola.eze107377@example.ng
f6ba2923-cda8-4161-8ca3-2af21eb3471c,000019,KOGI,"{'name': 'FinTech', 'module': 'beginner', 'skill_area_id': 'b899be2c-bad4-48a9-bf4e-ebc406780878'}",2025-12-01T10:02:07.171030+00:00,0.0,0.0,none,Tunde,Ibrahim,tunde.ibrahim789477@gmail.com
5a52ec9f-003b-4276-acb6-05e10d47d1aa,000020,DELTA,"{'name': 'Parallel Computing', 'module': 'beginner', 'skill_area_id': '354d641f-a669-49d9-ab9e-8e2dba996321'}",2025-12-01T10:02:07.640882+00:00,0.0,0.0,none,Oluwaseun,Chukwu,oluwaseun.chukwu644232@example.ng
d73675f0-de65-4ef5-9cab-0c968ba08068,000021,AKWA IBOM,"{'name': 'Quantum Computing', 'module': 'beginner', 'skill_area_id': '5e8daad2-9faf-4e2f-99b6-f71af9f67193'}",2025-12-01T10:02:08.053408+00:00,0.0,0.0,none,Yetunde,Ogunleye,yetunde.ogunleye041178@example.ng
bda99e1c-fd5a-463d-9fc5-2005fec7c220,000022,KANO,"{'name': 'Software Development Methodologies', 'module': 'beginner', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2025-12-01T10:02:08.466183+00:00,0.0,0.0,none,Oluwaseun,Okafor,oluwaseun.okafor268083@gmail.com
5e7c5714-5d84-41cc-81be-a8b4ef6578f8,000023,JIGAWA,"{'name': 'Cloud Technologies', 'module': 'beginner', 'skill_area_id': 'b954206d-3405-4a7d-87dc-888bd4b04e39'}",2025-12-01T10:02:08.895029+00:00,0.0,0.0,none,Segun,Chukwu,segun.chukwu400746@yahoo.com
04d532c3-ce22-4e2e-ad52-f354b2b5a1be,000024,GOMBE,"{'name': 'Proactive Security', 'module': 'beginner', 'skill_area_id': '48eaa4ea-b195-4383-9c08-dafeb162b676'}",2025-12-01T10:02:09.314862+00:00,0.0,0.0,none,Biola,Eze,biola.eze794019@yahoo.com
d5a282e2-ecb7-4e02-9a5e-aa27094fcb30,000025,NIGER,"{'name': 'IT Automation', 'module': 'beginner', 'skill_area_id': 'c0ce16b5-d3e5-40d3-b635-4546b47d2d07'}",2025-12-01T10:02:09.720232+00:00,0.0,0.0,none,Chinedu,Adeyemi,chinedu.adeyemi677204@hotmail.com
e8c74b5f-4574-4706-81f1-114594aa8ee0,000026,RIVERS,"{'name': 'AI & Machine Learning', 'module': 'beginner', 'skill_area_id': '4068902d-684a-4783-bd02-704f10671fb8'}",2025-12-01T10:02:10.134413+00:00,0.0,0.0,none,Funke,Okafor,funke.okafor803528@example.ng
e138cc33-2e76-4148-b701-1f740089f6ee,000027,CROSS RIVER,"{'name': 'Connected Technologies', 'module': 'beginner', 'skill_area_id': '72ddeac0-9f96-434e-bf97-c0f4370f2a18'}",2025-12-01T10:02:10.552257+00:00,0.0,0.0,none,Segun,Eze,segun.eze546056@hotmail.com
cde7cf71-546c-4847-882c-2d6fcf5fa578,000028,JIGAWA,"{'name': 'Natural Language Processing', 'module': 'beginner', 'skill_area_id': 'd10a7bad-0fea-484d-af0f-4f025e51435e'}",2025-12-01T10:02:10.988454+00:00,0.0,0.0,none,Yetunde,Salami,yetunde.salami863558@yahoo.com
981229bf-bdc9-4cc4-be77-5a73db78a817,000029,OGUN,"{'name': 'Cloud Technologies', 'module': 'beginner', 'skill_area_id': 'b954206d-3405-4a7d-87dc-888bd4b04e39'}",2025-12-01T10:02:18.624681+00:00,0.0,0.0,none,Biola,Eze,biola.eze222958@example.ng
f62b3e48-2a4b-42ec-b488-8b434121678e,000030,ENUGU,"{'name': 'Quantum Computing', 'module': 'beginner', 'skill_area_id': '5e8daad2-9faf-4e2f-99b6-f71af9f67193'}",2025-12-01T10:02:12.229710+00:00,0.0,0.0,none,Chinedu,Nwosu,chinedu.nwosu502368@yahoo.com
ec5fa95d-0c07-436d-9102-a87af59893f3,000031,EBONYI,"{'name': 'Software Development Methodologies', 'module': 'beginner', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2025-12-01T10:02:12.774546+00:00,0.0,0.0,none,Chinedu,Adeyemi,chinedu.adeyemi101247@gmail.com
40631ebb-c9ef-41a3-b84b-7d25f0b970d3,000032,EBONYI,"{'name': 'Proactive Security', 'module': 'beginner', 'skill_area_id': '48eaa4ea-b195-4383-9c08-dafeb162b676'}",2025-12-01T10:02:13.659273+00:00,0.0,0.0,none,Chiamaka,Adeyemi,chiamaka.adeyemi751763@gmail.com
b10a3434-7843-4469-9a3d-4ead6619fe4c,000033,RIVERS,"{'name': 'AI & Machine Learning', 'module': 'beginner', 'skill_area_id': '4068902d-684a-4783-bd02-704f10671fb8'}",2025-12-01T10:02:14.705900+00:00,0.0,0.0,none,Ngozi,Bello,ngozi.bello193544@example.ng
931896b8-7b64-4b71-a78c-f09aae149a25,000034,KOGI,"{'name': 'Quantum Computing', 'module': 'beginner', 'skill_area_id': '5e8daad2-9faf-4e2f-99b6-f71af9f67193'}",2025-12-01T10:02:17.565711+00:00,0.0,0.0,none,Adeola,Adeyemi,adeola.adeyemi155537@hotmail.com
97889702-e925-431b-8eac-c10d233b7498,000035,KATSINA,"{'name': 'IT Automation', 'module': 'beginner', 'skill_area_id': 'c0ce16b5-d3e5-40d3-b635-4546b47d2d07'}",2025-12-01T10:02:14.140213+00:00,0.0,0.0,none,Tunde,Adeyemi,tunde.adeyemi716511@yahoo.com
c5b1a76d-0e32-4cbe-baf7-eadfa69bc596,000036,CROSS RIVER,"{'name': 'Connected Technologies', 'module': 'beginner', 'skill_area_id': '72ddeac0-9f96-434e-bf97-c0f4370f2a18'}",2025-12-01T10:02:15.196108+00:00,0.0,0.0,none,Funke,Eze,funke.eze322997@example.ng
4dfe4648-62ed-4061-baa5-0925007e31c6,000037,SOKOTO,"{'name': 'Natural Language Processing', 'module': 'beginner', 'skill_area_id': 'd10a7bad-0fea-484d-af0f-4f025e51435e'}",2025-12-01T10:02:15.867802+00:00,0.0,0.0,none,Chiamaka,Ibrahim,chiamaka.ibrahim585504@hotmail.com
66cad8b5-036a-4805-b5a9-567fa60d789d,000038,KEBBI,"{'name': 'FinTech', 'module': 'beginner', 'skill_area_id': 'b899be2c-bad4-48a9-bf4e-ebc406780878'}",2025-12-01T10:02:16.523706+00:00,0.0,0.0,none,Oluwaseun,Nwosu,oluwaseun.nwosu825378@yahoo.com
9eeea586-ae0c-4f83-808c-ad78efa81ba9,000039,FCT,"{'name': 'Parallel Computing', 'module': 'beginner', 'skill_area_id': '354d641f-a669-49d9-ab9e-8e2dba996321'}",2025-12-01T10:02:17.120640+00:00,0.0,0.0,none,Biola,Mohammed,biola.mohammed535680@example.ng
649117c0-7523-4637-8df6-fa4ae6e79feb,000040,ONDO,"{'name': 'FinTech', 'module': 'beginner', 'skill_area_id': 'b899be2c-bad4-48a9-bf4e-ebc406780878'}",2025-12-01T10:02:11.409688+00:00,0.0,0.0,none,Chiamaka,Chukwu,chiamaka.chukwu874960@example.ng
303f320e-5447-445d-883c-936171ae0fe2,000041,RIVERS,"{'name': 'Software Development Methodologies', 'module': 'beginner', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2025-12-01T10:02:18.171678+00:00,0.0,0.0,none,Oluwaseun,Bello,oluwaseun.bello751338@yahoo.com
c93cc727-b593-4965-9a06-c765efd660de,000042,KOGI,"{'name': 'Cloud Technologies', 'module': 'beginner', 'skill_area_id': 'b954206d-3405-4a7d-87dc-888bd4b04e39'}",2025-12-01T10:02:13.182187+00:00,0.0,0.0,none,Tunde,Eze,tunde.eze228881@gmail.com
8ec74fb5-57db-4c00-bcda-28abdf027e92,000043,ANAMBRA,"{'name': 'Connected Technologies', 'module': 'advanced', 'skill_area_id': '72ddeac0-9f96-434e-bf97-c0f4370f2a18'}",2025-12-01T10:01:56.580789+00:00,89.5,0.0,none,Yetunde,Salami,yetunde.salami347020@yahoo.com
fc774de2-8904-4702-88be-8ec28fb2f7cb,000044,ANAMBRA,"{'name': 'Proactive Security', 'module': 'advanced', 'skill_area_id': '48eaa4ea-b195-4383-9c08-dafeb162b676'}",2025-12-01T10:01:55.205733+00:00,73.7,0.0,none,Adeola,Salami,adeola.salami035192@gmail.com
f91faed8-23e2-458d-bbc6-f1655538d73e,000045,IMO,"{'name': 'FinTech', 'module': 'advanced', 'skill_area_id': 'b899be2c-bad4-48a9-bf4e-ebc406780878'}",2025-12-01T10:01:57.420752+00:00,88.9,0.0,none,Adeola,Nwosu,adeola.nwosu661581@hotmail.com
b13a1aab-9127-462f-bc5a-74a31b792cab,000046,KANO,"{'name': 'IT Automation', 'module': 'advanced', 'skill_area_id': 'c0ce16b5-d3e5-40d3-b635-4546b47d2d07'}",2025-12-01T10:02:00.160036+00:00,83.3,0.0,none,Oluwaseun,Salami,oluwaseun.salami391368@example.ng
c04c99fd-badd-4d8e-b5be-39d4d3039d62,000047,LAGOS,"{'name': 'Agile Project Management Fundamentals', 'module': 'intermediate', 'skill_area_id': '2753bf08-59e9-4ea0-bb50-db4ed0aa8446'}",2026-02-06T10:27:02.927042+00:00,58.3,0.0,PLURALSIGHT,OLAMIDE,AJAYI,horlamiedea+9oo@gmail.com
3d1a79f0-335d-40c5-bab8-9bb2fe1ca260,000048,TARABA,"{'name': 'AI & Machine Learning', 'module': 'advanced', 'skill_area_id': '4068902d-684a-4783-bd02-704f10671fb8'}",2025-12-01T10:01:56.166488+00:00,52.6,0.0,none,Ngozi,Nwosu,ngozi.nwosu471824@gmail.com
1190656a-a2bf-4d91-995f-a598471790a5,000049,EBONYI,"{'name': 'Software Development Methodologies', 'module': 'advanced', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2025-12-01T10:01:54.281437+00:00,76.9,0.0,none,Yetunde,Adeyemi,yetunde.adeyemi266664@yahoo.com
491a2a67-5bd2-4f41-8064-95ccde2e996b,000050,ONDO,"{'name': 'Proactive Security', 'module': 'advanced', 'skill_area_id': '48eaa4ea-b195-4383-9c08-dafeb162b676'}",2025-12-01T10:01:35.466140+00:00,70.0,0.0,none,Adeola,Adeyemi,learner@sample.com
0ae064b3-9695-433a-9e2c-14099f79ae7f,000051,EKITI,"{'name': 'Parallel Computing', 'module': 'beginner', 'skill_area_id': '354d641f-a669-49d9-ab9e-8e2dba996321'}",2025-12-01T10:02:11.825774+00:00,0.0,0.0,none,Yetunde,Ibrahim,yetunde.ibrahim623729@gmail.com
af1e2693-5c46-4ef0-8260-61c6cfb7ea9b,000052,KANO,"{'name': 'Natural Language Processing', 'module': 'advanced', 'skill_area_id': 'd10a7bad-0fea-484d-af0f-4f025e51435e'}",2025-12-01T10:01:56.973519+00:00,83.3,0.0,none,Emeka,Salami,emeka.salami542622@example.ng
14c53a8c-18eb-4e61-9be4-03c197f1746f,000053,IMO,"{'name': 'Quantum Computing', 'module': 'advanced', 'skill_area_id': '5e8daad2-9faf-4e2f-99b6-f71af9f67193'}",2025-12-01T10:01:58.309953+00:00,63.2,0.0,none,Biola,Ogunleye,biola.ogunleye448461@gmail.com
9490fb01-f381-4cc9-bc41-819bfd8c5c78,000054,EDO,"{'name': 'Software Development Methodologies', 'module': 'beginner', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2025-12-01T10:01:58.831477+00:00,40.0,0.0,none,Oluwaseun,Chukwu,oluwaseun.chukwu902410@example.ng
025e18e4-26e2-43b1-b164-94da6ae8d7c4,000055,LAGOS,"{'name': 'Agile Project Management Fundamentals', 'module': 'advanced', 'skill_area_id': '2753bf08-59e9-4ea0-bb50-db4ed0aa8446'}",2026-02-06T09:32:49.558278+00:00,83.3,0.0,PLURALSIGHT,OLAMIDE,AJAYI,horlamiedea+y2@gmail.com
63cfe9ba-00a6-401e-a963-099ad1b1712d,000056,BORNO,"{'name': 'Proactive Security', 'module': 'advanced', 'skill_area_id': '48eaa4ea-b195-4383-9c08-dafeb162b676'}",2025-12-01T10:01:59.700153+00:00,72.2,0.0,none,Adeola,Eze,adeola.eze277039@example.ng
86370c80-c36a-4975-adf8-5142ef572406,000057,LAGOS,"{'name': 'Software Development Methodologies', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2026-01-09T13:41:10.796887+00:00,0.0,0.0,none,Nonso,Inya,inyastephanas@gmail.com
c1f74f3f-af08-410f-8e0a-85f7edfc669e,000058,LAGOS,"{'name': 'Software Development Methodologies', 'module': 'intermediate', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2026-05-06T11:46:21.538365+00:00,59.2,0.0,COURSERA,GODSTIME,KAINE,gtkaine3547@yopmail.com
d0fb1bc2-34cb-40d6-a9fa-cd829c915d1b,000059,LAGOS,"{'name': 'Software Development Methodologies', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2026-05-08T14:49:56.775906+00:00,0.0,0.0,none,Nonso,inya,alabi.olamonday2@gmail.com
371e33f5-0b88-42f4-a9d8-c055f3ff3c4a,000060,ABIA,"{'name': 'Software Development Methodologies', 'module': 'beginner', 'skill_area_id': '6a27f8c7-dfa2-4b6e-bb6b-75a4ee6db171'}",2026-05-08T17:16:08.900923+00:00,31.9,0.0,COURSERA,ESTHER,INYA,estherchinasa@yopmail.com
